iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.023941,6.97,7.45
2,403,0.007417,6.98,14.51
3,604,0.008471,6.95,21.55
4,805,0.003538,6.99,28.54
5,1006,0.002695,6.98,35.62
6,1207,0.003283,6.94,42.65
7,1408,0.002432,6.95,49.60
8,1609,0.010898,6.99,56.68
9,1810,0.001241,6.97,63.66
10,2011,0.001187,6.98,70.73
11,2212,0.005868,7.00,77.81
12,2413,0.005698,7.00,84.81
13,2614,0.004240,6.99,91.80
14,2815,0.004209,6.96,98.76
15,3016,0.001115,6.95,105.72
16,3217,0.001323,6.98,112.79
17,3418,0.001128,6.94,119.73
18,3619,0.001209,6.97,126.70
19,3820,0.001039,6.99,133.70
20,4021,0.000927,6.98,140.77
21,4222,0.000910,6.96,147.82
22,4423,0.000777,6.97,154.88
23,4624,0.000688,6.93,161.90
24,4825,0.000552,7.01,169.00
25,5026,0.000521,6.97,176.06
26,5227,0.000490,6.99,183.13
27,5428,0.000516,7.00,190.22
28,5629,0.000422,7.00,197.22
29,5830,0.000399,6.99,204.30
30,6031,0.000406,6.98,211.37
31,6232,0.000374,6.97,218.34
32,6433,0.000329,6.99,225.42
33,6634,0.000304,6.98,232.49
34,6835,0.000289,6.97,239.55
35,7036,0.000267,6.97,246.61
36,7237,0.000279,6.98,253.68
37,7438,0.000260,6.97,260.64
38,7639,0.000232,7.00,267.74
39,7840,0.000201,6.99,274.81
40,8041,0.000185,6.94,281.84
41,8242,0.000178,6.96,288.89
42,8443,0.000168,6.96,295.94
43,8644,0.000160,6.97,303.00
44,8845,0.000142,6.98,310.07
45,9046,0.000125,7.00,317.15
46,9247,0.000125,7.01,324.25
47,9448,0.000106,6.97,331.23
48,9649,0.000097,6.96,338.27
49,9850,0.000093,6.96,345.32
