iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.029335,6.95,7.43
2,403,0.032011,6.94,14.46
3,604,0.032714,7.02,21.48
4,805,0.032885,6.97,28.45
5,1006,0.031017,7.00,35.45
6,1207,0.027671,7.01,42.47
7,1408,0.025179,7.04,49.60
8,1609,0.022302,6.99,56.68
9,1810,0.023495,6.97,63.74
10,2011,0.022906,6.99,70.72
11,2212,0.024539,7.01,77.74
12,2413,0.022034,6.94,84.69
13,2614,0.020948,7.00,91.78
14,2815,0.015386,6.96,98.83
15,3016,0.010315,6.99,105.92
16,3217,0.008864,6.99,113.00
17,3418,0.007908,6.97,120.06
18,3619,0.004900,6.98,127.13
19,3820,0.004105,6.99,134.20
20,4021,0.003155,7.00,141.29
21,4222,0.002532,6.99,148.37
22,4423,0.001988,6.97,155.43
23,4624,0.001570,6.95,162.48
24,4825,0.001269,7.01,169.57
25,5026,0.001115,7.00,176.67
26,5227,0.001314,7.01,183.77
27,5428,0.002019,7.00,190.77
28,5629,0.003008,6.99,197.76
29,5830,0.005292,6.96,204.72
30,6031,0.007580,7.03,211.76
31,6232,0.009684,6.97,218.74
32,6433,0.012520,6.96,225.70
33,6634,0.014653,7.02,232.72
34,6835,0.015256,6.97,239.70
35,7036,0.013591,6.98,246.69
36,7237,0.013669,6.94,253.63
37,7438,0.012223,7.00,260.64
38,7639,0.011274,6.96,267.60
39,7840,0.010833,7.00,274.60
40,8041,0.009385,6.96,281.56
41,8242,0.008598,6.96,288.52
42,8443,0.007468,6.99,295.51
43,8644,0.007064,6.96,302.47
44,8845,0.005928,7.03,309.50
45,9046,0.005262,6.97,316.48
46,9247,0.004267,7.01,323.49
47,9448,0.003610,6.96,330.45
48,9649,0.002897,7.00,337.45
49,9850,0.002138,6.95,344.41
50,10051,0.001699,6.96,351.37
51,10252,0.001681,6.98,358.35
52,10453,0.001638,7.03,365.38
53,10654,0.001870,7.00,372.38
54,10855,0.002459,7.03,379.40
55,11056,0.003576,6.99,386.40
56,11257,0.003788,6.95,393.35
57,11458,0.004805,6.99,400.34
58,11659,0.004748,7.01,407.36
59,11860,0.005350,6.99,414.35
60,12061,0.005453,6.96,421.30
61,12262,0.005157,6.95,428.26
62,12463,0.004616,7.01,435.27
63,12664,0.004206,7.01,442.28
64,12865,0.025308,7.01,449.30
65,13066,0.007964,7.00,456.30
66,13267,0.014770,6.96,463.26
67,13468,0.020438,6.97,470.23
68,13669,0.026530,6.96,477.19
69,13870,0.030355,6.97,484.17
70,14071,0.033380,6.96,491.13
71,14272,0.034358,6.94,498.08
72,14473,0.034907,6.97,505.05
73,14674,0.033554,6.99,512.05
74,14875,0.033725,7.02,519.07
75,15076,0.033366,7.01,526.09
76,15277,0.033620,6.96,533.05
77,15478,0.033257,6.98,540.04
78,15679,0.033677,6.99,547.03
79,15880,0.033366,6.94,553.98
80,16081,0.033333,7.02,561.00
81,16282,0.033331,6.99,567.99
82,16483,0.033116,7.00,575.00
83,16684,0.033085,7.06,582.06
84,16885,0.032746,6.99,589.05
85,17086,0.032560,6.97,596.02
86,17287,0.032554,6.99,603.01
87,17488,0.032246,6.98,610.00
88,17689,0.031794,7.06,617.06
89,17890,0.031637,7.01,624.07
90,18091,0.031447,6.99,631.07
91,18292,0.031161,7.01,638.08
92,18493,0.030985,6.97,645.05
93,18694,0.030706,7.01,652.06
94,18895,0.030091,6.96,659.02
95,19096,0.029818,6.95,665.98
96,19297,0.029030,6.92,672.90
97,19498,0.028267,7.02,679.92
98,19699,0.028235,6.99,686.92
99,19900,0.027443,6.99,693.91
100,20101,0.026875,6.97,700.88
101,20302,0.025955,6.98,707.87
102,20503,0.024876,7.00,714.87
103,20704,0.024250,7.00,721.87
104,20905,0.023056,6.95,728.83
105,21106,0.021450,6.97,735.81
106,21307,0.020125,7.05,742.86
107,21508,0.018299,7.03,749.89
108,21709,0.016713,7.04,756.93
109,21910,0.014097,7.02,763.95
110,22111,0.012880,6.98,770.93
111,22312,0.010893,7.01,777.95
112,22513,0.008656,6.99,784.94
113,22714,0.007457,7.01,791.95
114,22915,0.006010,7.05,799.00
115,23116,0.005342,6.93,805.94
116,23317,0.003881,7.03,812.97
117,23518,0.003088,7.00,819.97
118,23719,0.002468,7.01,826.98
119,23920,0.002067,7.00,833.98
120,24121,0.001600,6.97,840.95
121,24322,0.001249,7.03,847.99
122,24523,0.000937,7.02,855.01
123,24724,0.000760,7.01,862.11
124,24925,0.000887,6.99,869.20
125,25126,0.000741,7.01,876.20
126,25327,0.000786,7.02,883.31
127,25528,0.000784,7.01,890.33
128,25729,0.000872,7.01,897.34
129,25930,0.033337,6.98,904.32
130,26131,0.005443,7.01,911.33
131,26332,0.011878,6.99,918.32
132,26533,0.018815,6.98,925.31
133,26734,0.021581,6.98,932.29
134,26935,0.024663,7.02,939.32
135,27136,0.026219,6.97,946.29
136,27337,0.033689,7.00,953.29
137,27538,0.033746,7.00,960.30
138,27739,0.031240,6.99,967.29
139,27940,0.036815,6.99,974.29
140,28141,0.036894,7.05,981.34
141,28342,0.036956,6.96,988.30
142,28543,0.037051,6.99,995.29
143,28744,0.037177,7.01,1002.30
144,28945,0.037137,6.98,1009.29
145,29146,0.037260,7.00,1016.29
146,29347,0.037263,6.99,1023.28
147,29548,0.037199,7.00,1030.28
148,29749,0.037252,7.00,1037.28
149,29950,0.037241,7.02,1044.30
150,30151,0.037174,7.01,1051.31
