iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.034638,6.91,7.41
2,403,0.032376,6.88,14.37
3,604,0.026183,6.91,21.37
4,805,0.027460,6.92,28.39
5,1006,0.026161,6.88,35.27
6,1207,0.023741,6.93,42.29
7,1408,0.021594,6.88,49.25
8,1609,0.034160,6.96,56.30
9,1810,0.026006,6.90,63.19
10,2011,0.027204,6.88,70.07
11,2212,0.027845,6.94,77.02
12,2413,0.027586,6.87,83.89
13,2614,0.027063,6.94,90.83
14,2815,0.033326,6.88,97.72
15,3016,0.024959,6.90,104.62
16,3217,0.024610,6.91,111.53
17,3418,0.023663,6.89,118.42
18,3619,0.022160,6.90,125.32
19,3820,0.022011,6.89,132.22
20,4021,0.022764,6.89,139.11
21,4222,0.022414,6.91,146.03
22,4423,0.022480,6.92,152.95
23,4624,0.021704,6.90,159.86
24,4825,0.021568,6.86,166.72
25,5026,0.020770,6.90,173.71
26,5227,0.020303,6.89,180.68
27,5428,0.019979,6.90,187.67
28,5629,0.018336,6.89,194.64
29,5830,0.017555,6.88,201.60
30,6031,0.017584,6.92,208.62
31,6232,0.024818,6.91,215.53
32,6433,0.036477,6.91,222.44
33,6634,0.020186,6.88,229.32
34,6835,0.022335,6.90,236.23
35,7036,0.025538,6.92,243.16
36,7237,0.026154,6.88,250.04
37,7438,0.028299,6.89,256.92
38,7639,0.029200,6.95,263.88
39,7840,0.029979,6.89,270.78
40,8041,0.030867,6.94,277.72
41,8242,0.034534,6.93,284.66
42,8443,0.031539,6.93,291.59
43,8644,0.031634,6.93,298.52
44,8845,0.031609,6.92,305.44
45,9046,0.031965,6.93,312.38
46,9247,0.032259,6.86,319.24
47,9448,0.032131,6.92,326.16
48,9649,0.031689,6.87,333.03
49,9850,0.031566,6.92,339.95
50,10051,0.031099,6.92,346.87
51,10252,0.031421,6.90,353.77
52,10453,0.031236,6.94,360.71
53,10654,0.031009,6.88,367.59
54,10855,0.030875,6.88,374.48
55,11056,0.030111,6.92,381.40
56,11257,0.029656,6.95,388.35
57,11458,0.029308,6.93,395.28
58,11659,0.029102,6.91,402.19
59,11860,0.028826,6.91,409.10
60,12061,0.028171,6.93,416.04
61,12262,0.027599,6.85,422.89
62,12463,0.027021,6.92,429.82
63,12664,0.025631,6.90,436.72
64,12865,0.024767,6.87,443.60
65,13066,0.023391,6.93,450.53
66,13267,0.022362,6.88,457.41
67,13468,0.020847,6.93,464.34
68,13669,0.019642,6.92,471.26
69,13870,0.018257,6.96,478.23
70,14071,0.017212,6.93,485.16
71,14272,0.015818,6.91,492.16
72,14473,0.014598,6.92,499.17
73,14674,0.014585,6.89,506.14
74,14875,0.014948,6.90,513.13
75,15076,0.016709,6.87,520.00
76,15277,0.020468,6.87,526.88
77,15478,0.029110,6.93,533.81
78,15679,0.028579,6.93,540.75
79,15880,0.034284,6.92,547.66
80,16081,0.029564,6.90,554.56
81,16282,0.028669,6.91,561.48
82,16483,0.029407,6.88,568.36
83,16684,0.029507,6.86,575.22
84,16885,0.029121,6.97,582.19
85,17086,0.028791,6.88,589.07
86,17287,0.028760,6.93,596.01
87,17488,0.028365,6.91,602.92
88,17689,0.028061,6.94,609.86
89,17890,0.027621,6.95,616.82
90,18091,0.026935,6.86,623.67
91,18292,0.026255,6.93,630.61
92,18493,0.025310,6.90,637.51
93,18694,0.025121,6.89,644.41
94,18895,0.023780,6.92,651.33
95,19096,0.030135,6.89,658.23
96,19297,0.022751,6.95,665.18
97,19498,0.022797,6.88,672.06
98,19699,0.022113,6.94,679.00
99,19900,0.020989,6.89,685.89
100,20101,0.019816,6.87,692.77
101,20302,0.019176,6.90,699.68
102,20503,0.017171,6.92,706.60
103,20704,0.032432,6.88,713.49
104,20905,0.031820,6.94,720.43
105,21106,0.014519,6.91,727.34
106,21307,0.013302,6.91,734.34
107,21508,0.012349,6.95,741.37
108,21709,0.010641,6.91,748.38
109,21910,0.009278,6.89,755.35
110,22111,0.008352,6.92,762.36
111,22312,0.007724,6.93,769.38
112,22513,0.006596,6.89,776.36
113,22714,0.005875,6.93,783.38
114,22915,0.005105,6.89,790.36
115,23116,0.004277,6.91,797.36
116,23317,0.004004,6.94,804.39
117,23518,0.003399,6.90,811.38
118,23719,0.002979,6.92,818.39
119,23920,0.002792,6.93,825.41
120,24121,0.002509,6.92,832.42
121,24322,0.002395,6.89,839.40
122,24523,0.002092,6.91,846.41
123,24724,0.002089,6.92,853.42
124,24925,0.001941,6.91,860.42
125,25126,0.001734,6.93,867.43
126,25327,0.001498,6.93,874.44
127,25528,0.001383,6.95,881.48
128,25729,0.001461,6.93,888.50
129,25930,0.001550,6.90,895.40
130,26131,0.001555,6.90,902.29
131,26332,0.001509,6.89,909.19
132,26533,0.001489,6.92,916.11
133,26734,0.001545,6.92,923.03
134,26935,0.001561,6.91,929.94
135,27136,0.001493,6.91,936.85
136,27337,0.001413,6.94,943.79
137,27538,0.001437,6.91,950.70
138,27739,0.001473,6.92,957.62
139,27940,0.001368,6.92,964.54
140,28141,0.001305,6.93,971.56
141,28342,0.001182,6.90,978.55
142,28543,0.001185,6.91,985.55
143,28744,0.001114,6.95,992.50
144,28945,0.001274,6.87,999.46
145,29146,0.001187,6.89,1006.36
146,29347,0.001243,6.90,1013.26
147,29548,0.001365,6.87,1020.14
148,29749,0.001341,6.87,1027.01
149,29950,0.001203,6.89,1033.90
150,30151,0.001264,6.94,1040.85
