iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.000185,7.01,7.48
2,403,0.000107,7.06,14.63
3,604,0.000432,7.05,21.78
4,805,0.000404,7.05,28.82
5,1006,0.000363,7.03,35.86
6,1207,0.000368,6.97,42.83
7,1408,0.000972,7.02,49.86
8,1609,0.001045,7.04,56.90
9,1810,0.001019,7.03,63.92
10,2011,0.000364,6.98,70.90
11,2212,0.000314,7.04,77.95
12,2413,0.000300,7.02,84.97
13,2614,0.000207,7.03,92.00
14,2815,0.001106,7.03,99.04
15,3016,0.000180,7.00,106.04
16,3217,0.000157,7.01,113.05
17,3418,0.000153,7.06,120.11
18,3619,0.000190,7.02,127.13
19,3820,0.000240,7.04,134.17
20,4021,0.000216,7.03,141.20
21,4222,0.000221,6.97,148.17
22,4423,0.000241,6.98,155.16
23,4624,0.000278,7.03,162.19
24,4825,0.000968,6.99,169.18
25,5026,0.000301,6.98,176.16
26,5227,0.000272,7.04,183.21
27,5428,0.000230,7.02,190.23
28,5629,0.000246,7.01,197.25
29,5830,0.000224,6.96,204.20
30,6031,0.000833,7.04,211.24
31,6232,0.000199,6.99,218.24
32,6433,0.001832,7.04,225.28
33,6634,0.000182,7.00,232.29
34,6835,0.001551,7.04,239.33
35,7036,0.000180,7.03,246.36
36,7237,0.002062,7.02,253.38
37,7438,0.002025,7.01,260.39
38,7639,0.001897,7.06,267.45
39,7840,0.001607,7.04,274.49
40,8041,0.000255,7.02,281.51
41,8242,0.000853,6.97,288.49
42,8443,0.000701,7.03,295.51
43,8644,0.000642,7.05,302.56
44,8845,0.000721,7.02,309.58
45,9046,0.000747,7.02,316.60
46,9247,0.000934,7.06,323.66
47,9448,0.000964,7.02,330.68
48,9649,0.000775,7.03,337.71
49,9850,0.000832,7.06,344.78
50,10051,0.000921,7.00,351.78
51,10252,0.000983,7.00,358.78
52,10453,0.001000,7.01,365.80
53,10654,0.000828,7.06,372.86
54,10855,0.000857,7.00,379.86
55,11056,0.000707,7.02,386.88
56,11257,0.000696,7.04,393.92
57,11458,0.000756,6.98,400.91
58,11659,0.000811,7.10,408.01
59,11860,0.000777,7.00,415.01
60,12061,0.000815,7.04,422.05
61,12262,0.000824,7.02,429.08
62,12463,0.000350,6.99,436.07
63,12664,0.000279,7.02,443.08
64,12865,0.000299,7.06,450.14
65,13066,0.000276,7.04,457.19
66,13267,0.000295,7.04,464.23
67,13468,0.000249,7.01,471.24
68,13669,0.000261,6.97,478.21
69,13870,0.000248,7.05,485.26
70,14071,0.000203,7.02,492.29
71,14272,0.000186,7.00,499.29
72,14473,0.000173,7.03,506.31
73,14674,0.000156,7.00,513.32
74,14875,0.000141,7.03,520.36
75,15076,0.000130,7.05,527.41
76,15277,0.000107,7.03,534.44
77,15478,0.000090,7.06,541.59
