iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.005561,6.89,7.36
2,403,0.002209,6.89,14.34
3,604,0.005378,6.91,21.34
4,805,0.003174,6.91,28.25
5,1006,0.002335,6.91,35.16
6,1207,0.001616,6.90,42.07
7,1408,0.001064,6.91,49.06
8,1609,0.000901,6.89,56.04
9,1810,0.000727,6.89,63.01
10,2011,0.000620,6.88,69.99
11,2212,0.000511,6.94,77.01
12,2413,0.000515,6.89,83.99
13,2614,0.000497,6.92,90.91
14,2815,0.000448,6.90,97.90
15,3016,0.000391,6.95,104.94
16,3217,0.000346,6.92,111.95
17,3418,0.000315,6.95,119.00
18,3619,0.000265,6.94,126.02
19,3820,0.000273,6.90,133.01
20,4021,0.000208,6.90,139.90
21,4222,0.000203,6.91,146.91
22,4423,0.000165,6.89,153.89
23,4624,0.000144,6.90,160.88
24,4825,0.000134,6.89,167.85
25,5026,0.000120,6.90,174.84
26,5227,0.000103,6.93,181.86
27,5428,0.000098,6.87,188.81
28,5629,0.000088,6.88,195.78
