iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.001577,6.91,7.38
2,403,0.002072,6.90,14.37
3,604,0.001021,6.89,21.26
4,805,0.000479,6.91,28.26
5,1006,0.000497,6.92,35.28
6,1207,0.000877,6.94,42.21
7,1408,0.000880,6.93,49.14
8,1609,0.000660,6.94,56.09
9,1810,0.000395,6.92,63.00
10,2011,0.000250,6.91,70.00
11,2212,0.000299,6.92,77.02
12,2413,0.000282,6.90,83.92
13,2614,0.000224,6.94,90.86
14,2815,0.000312,6.89,97.84
15,3016,0.000209,6.93,104.77
16,3217,0.000176,6.93,111.79
17,3418,0.000143,6.92,118.80
18,3619,0.000124,6.94,125.83
19,3820,0.000110,6.94,132.86
20,4021,0.000090,6.91,139.87
