iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.033951,7.23,7.72
2,403,0.035347,7.07,14.89
3,604,0.035209,7.23,22.12
4,805,0.034401,7.30,29.42
5,1006,0.036471,7.33,36.75
6,1207,0.032329,7.27,44.02
7,1408,0.032546,7.30,51.42
8,1609,0.036401,7.26,58.69
9,1810,0.036561,7.23,65.92
10,2011,0.032654,7.23,73.14
11,2212,0.032107,7.22,80.37
12,2413,0.030874,7.14,87.60
13,2614,0.030115,7.31,95.00
14,2815,0.029054,7.23,102.32
15,3016,0.027977,7.21,109.62
16,3217,0.026560,7.23,116.94
17,3418,0.024828,7.26,124.30
18,3619,0.023000,7.27,131.66
19,3820,0.022157,7.28,139.03
20,4021,0.020911,7.22,146.34
21,4222,0.017432,7.26,153.69
22,4423,0.016219,7.24,161.02
23,4624,0.014189,7.26,168.38
24,4825,0.012719,7.27,175.74
25,5026,0.011043,7.28,183.11
26,5227,0.011469,7.23,190.43
27,5428,0.035031,7.27,197.71
28,5629,0.035387,7.23,204.93
29,5830,0.035274,7.26,212.20
30,6031,0.007928,7.24,219.44
31,6232,0.007967,7.27,226.80
32,6433,0.009983,7.22,234.02
33,6634,0.012542,7.22,241.25
34,6835,0.015006,7.22,248.47
35,7036,0.015134,7.27,255.74
36,7237,0.018775,7.37,263.12
37,7438,0.019768,7.31,270.43
38,7639,0.025344,7.32,277.76
39,7840,0.023163,7.17,284.93
40,8041,0.024562,7.29,292.22
41,8242,0.024538,7.24,299.47
42,8443,0.025563,7.28,306.75
43,8644,0.026088,7.23,313.99
44,8845,0.026355,7.24,321.23
45,9046,0.026155,7.24,328.46
46,9247,0.025904,7.28,335.74
47,9448,0.024793,7.28,343.02
48,9649,0.022921,7.25,350.28
49,9850,0.025662,7.32,357.60
50,10051,0.025743,7.26,364.86
51,10252,0.021171,7.31,372.17
52,10453,0.021102,7.27,379.45
53,10654,0.019540,7.23,386.68
54,10855,0.018498,7.23,393.91
55,11056,0.017381,7.32,401.23
56,11257,0.016930,7.25,408.49
57,11458,0.015305,7.17,415.66
58,11659,0.013379,7.08,422.75
59,11860,0.012402,7.21,429.96
60,12061,0.011495,7.23,437.19
61,12262,0.010390,7.23,444.42
62,12463,0.008378,7.23,451.66
63,12664,0.006976,7.26,458.93
64,12865,0.006115,7.24,466.26
65,13066,0.005279,7.25,473.60
66,13267,0.004219,7.21,480.90
67,13468,0.003754,7.14,488.12
68,13669,0.002660,7.25,495.47
69,13870,0.002329,7.31,502.88
70,14071,0.001953,7.20,510.17
71,14272,0.001734,7.21,517.47
72,14473,0.001414,7.24,524.80
73,14674,0.001136,7.24,532.14
74,14875,0.001060,7.22,539.46
75,15076,0.000886,7.26,546.81
76,15277,0.000783,7.13,554.03
77,15478,0.000711,7.29,561.41
78,15679,0.000570,7.27,568.77
79,15880,0.000569,7.26,576.12
80,16081,0.000531,7.33,583.54
81,16282,0.000462,7.26,590.89
82,16483,0.000434,7.31,598.30
83,16684,0.000394,7.30,605.69
84,16885,0.000357,7.27,613.05
85,17086,0.000342,7.20,620.34
86,17287,0.000310,7.24,627.69
87,17488,0.000302,7.30,635.08
88,17689,0.000297,7.27,642.44
89,17890,0.000285,7.24,649.78
90,18091,0.000275,7.26,657.13
91,18292,0.000243,7.22,664.44
92,18493,0.000232,7.35,671.89
93,18694,0.000226,7.27,679.26
94,18895,0.000226,7.15,686.49
95,19096,0.000206,7.26,693.85
96,19297,0.000189,7.24,701.18
97,19498,0.000193,7.24,708.51
98,19699,0.000181,7.30,715.81
99,19900,0.000169,7.28,723.19
100,20101,0.000163,7.28,730.55
101,20302,0.000161,7.26,737.91
102,20503,0.000149,7.21,745.22
103,20704,0.000144,7.26,752.57
104,20905,0.000145,7.30,759.97
105,21106,0.000144,7.31,767.29
106,21307,0.000133,7.27,774.56
107,21508,0.000128,7.22,781.86
108,21709,0.000126,7.27,789.23
109,21910,0.000121,7.31,796.63
110,22111,0.000120,7.28,804.01
111,22312,0.000129,7.24,811.35
112,22513,0.000131,7.22,818.57
113,22714,0.000134,7.15,825.72
114,22915,0.000137,7.27,832.99
115,23116,0.000134,7.26,840.25
116,23317,0.000132,7.23,847.48
117,23518,0.000164,7.23,854.71
118,23719,0.000151,7.23,861.95
119,23920,0.000137,7.24,869.19
120,24121,0.000141,7.27,876.46
121,24322,0.000150,7.26,883.72
122,24523,0.000152,7.09,890.81
123,24724,0.000155,7.24,898.04
124,24925,0.000154,7.23,905.28
125,25126,0.000147,7.20,912.48
126,25327,0.000155,7.21,919.69
127,25528,0.000135,7.26,926.96
128,25729,0.000131,7.26,934.22
129,25930,0.000123,7.26,941.48
130,26131,0.000128,7.26,948.74
131,26332,0.000167,7.20,955.94
132,26533,0.000212,7.27,963.21
133,26734,0.000287,7.29,970.50
134,26935,0.000432,7.31,977.81
135,27136,0.000834,7.24,985.06
136,27337,0.001697,7.32,992.38
137,27538,0.003119,7.27,999.66
138,27739,0.004463,7.22,1006.87
139,27940,0.006134,7.27,1014.14
140,28141,0.008481,7.15,1021.29
141,28342,0.008723,7.28,1028.57
142,28543,0.010287,7.22,1035.79
143,28744,0.011663,7.27,1043.07
144,28945,0.012561,7.28,1050.35
145,29146,0.012088,7.27,1057.63
146,29347,0.013103,7.25,1064.87
147,29548,0.013911,7.24,1072.12
148,29749,0.015287,7.27,1079.38
149,29950,0.015552,7.26,1086.64
150,30151,0.030002,7.21,1093.86
