iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.002432,7.04,7.52
2,403,0.006061,7.04,14.65
3,604,0.001432,7.00,21.66
4,805,0.001893,7.00,28.75
5,1006,0.002087,7.03,35.78
6,1207,0.001282,7.04,42.83
7,1408,0.000688,7.02,49.94
8,1609,0.000554,7.02,57.04
9,1810,0.000443,7.09,64.22
10,2011,0.000419,7.04,71.35
11,2212,0.000477,7.02,78.46
12,2413,0.001183,7.03,85.50
13,2614,0.018595,7.08,92.58
14,2815,0.003650,7.05,99.63
15,3016,0.031729,7.05,106.68
16,3217,0.005961,7.01,113.69
17,3418,0.022779,7.04,120.73
18,3619,0.025708,7.04,127.78
19,3820,0.024669,7.01,134.79
20,4021,0.026688,7.03,141.82
21,4222,0.027076,7.07,148.90
22,4423,0.025645,7.01,155.91
23,4624,0.018817,7.05,162.97
24,4825,0.018537,7.00,169.97
25,5026,0.019172,6.99,176.96
26,5227,0.018858,7.04,184.00
27,5428,0.018950,7.04,191.04
28,5629,0.018749,7.04,198.08
29,5830,0.018500,7.07,205.16
30,6031,0.017227,7.05,212.21
31,6232,0.015549,7.08,219.29
32,6433,0.014604,7.04,226.33
33,6634,0.013071,7.02,233.35
34,6835,0.011768,7.02,240.37
35,7036,0.009464,7.05,247.42
36,7237,0.008081,7.02,254.45
37,7438,0.005921,7.08,261.53
38,7639,0.004579,7.02,268.55
39,7840,0.003943,7.06,275.61
40,8041,0.002563,7.02,282.63
41,8242,0.001915,6.99,289.62
42,8443,0.001299,7.02,296.64
43,8644,0.000987,7.04,303.69
44,8845,0.000981,7.05,310.73
45,9046,0.000938,7.00,317.73
46,9247,0.000751,7.07,324.81
47,9448,0.000798,7.03,331.84
48,9649,0.000646,7.03,338.87
49,9850,0.000665,7.00,345.87
50,10051,0.000532,7.00,352.87
51,10252,0.000574,7.02,359.90
52,10453,0.000643,7.00,366.89
53,10654,0.000487,7.01,373.90
54,10855,0.000450,7.04,380.94
55,11056,0.000401,7.06,388.01
56,11257,0.000527,7.03,395.13
57,11458,0.000459,7.02,402.16
58,11659,0.000450,7.01,409.17
59,11860,0.000423,7.02,416.19
60,12061,0.000467,6.98,423.17
61,12262,0.000533,7.03,430.20
62,12463,0.000508,7.01,437.21
63,12664,0.000565,7.01,444.23
64,12865,0.000545,7.03,451.26
65,13066,0.000530,7.03,458.29
66,13267,0.000468,7.05,465.35
67,13468,0.000485,7.03,472.38
68,13669,0.000462,7.02,479.41
69,13870,0.000556,7.06,486.47
70,14071,0.000561,7.02,493.49
71,14272,0.000584,7.00,500.50
72,14473,0.000515,6.99,507.49
73,14674,0.000404,6.99,514.48
74,14875,0.000413,6.99,521.47
75,15076,0.000423,7.05,528.53
76,15277,0.000350,7.00,535.53
77,15478,0.000294,7.00,542.62
78,15679,0.000266,7.02,549.73
79,15880,0.000282,6.98,556.80
80,16081,0.000248,7.03,563.84
81,16282,0.000226,7.08,571.00
82,16483,0.000205,7.03,578.12
83,16684,0.000190,7.06,585.27
84,16885,0.000161,7.06,592.42
85,17086,0.000149,7.02,599.53
86,17287,0.000150,7.01,606.63
87,17488,0.000132,7.00,613.63
88,17689,0.000111,7.03,620.75
89,17890,0.000241,7.00,627.83
90,18091,0.000237,7.08,634.91
91,18292,0.000542,7.00,641.91
92,18493,0.022224,6.98,648.90
93,18694,0.003946,7.02,655.92
94,18895,0.008695,7.01,662.93
95,19096,0.014212,7.01,669.94
96,19297,0.016716,7.03,676.97
97,19498,0.018569,7.03,684.00
98,19699,0.021875,7.00,691.00
99,19900,0.023206,7.00,698.01
100,20101,0.033244,7.02,705.03
101,20302,0.033435,7.01,712.04
102,20503,0.034160,7.02,719.06
103,20704,0.034177,6.99,726.05
104,20905,0.034373,7.04,733.09
105,21106,0.034462,7.02,740.12
106,21307,0.034046,7.00,747.11
107,21508,0.033946,7.02,754.14
108,21709,0.033866,7.02,761.16
109,21910,0.033716,7.10,768.26
110,22111,0.033236,7.04,775.30
111,22312,0.033228,7.05,782.35
112,22513,0.033102,7.03,789.38
113,22714,0.032794,7.04,796.43
114,22915,0.033004,7.04,803.47
115,23116,0.032622,7.03,810.50
116,23317,0.032203,7.02,817.52
117,23518,0.031876,7.01,824.53
118,23719,0.031596,6.98,831.51
119,23920,0.030763,7.05,838.57
120,24121,0.029337,7.02,845.59
121,24322,0.028583,7.02,852.61
122,24523,0.028028,7.05,859.66
123,24724,0.027206,7.01,866.68
124,24925,0.026835,6.99,873.67
125,25126,0.025791,7.02,880.70
126,25327,0.024361,6.97,887.67
127,25528,0.023707,7.00,894.67
128,25729,0.021721,7.01,901.68
129,25930,0.020130,6.99,908.67
130,26131,0.017157,7.04,915.71
131,26332,0.015667,7.03,922.74
132,26533,0.013739,6.99,929.73
133,26734,0.011113,7.07,936.80
134,26935,0.009265,7.06,943.86
135,27136,0.006296,7.04,950.91
136,27337,0.005531,7.02,957.93
137,27538,0.004415,7.00,964.93
138,27739,0.003422,7.01,971.95
139,27940,0.002316,7.04,979.00
140,28141,0.001960,6.99,985.99
141,28342,0.001779,7.03,993.01
142,28543,0.001348,7.00,1000.02
143,28744,0.001519,7.01,1007.03
144,28945,0.001667,7.04,1014.06
145,29146,0.001934,7.02,1021.08
146,29347,0.002346,7.03,1028.11
147,29548,0.003765,7.00,1035.12
148,29749,0.004210,7.04,1042.16
149,29950,0.004813,7.06,1049.22
150,30151,0.005085,7.06,1056.28
