iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.005425,7.01,7.49
2,403,0.015649,7.02,14.60
3,604,0.024400,6.92,21.52
4,805,0.024788,6.97,28.50
5,1006,0.016383,6.97,35.46
6,1207,0.017385,6.97,42.44
7,1408,0.013523,6.97,49.41
8,1609,0.014834,6.98,56.39
9,1810,0.013988,6.92,63.32
10,2011,0.003899,6.93,70.25
11,2212,0.002595,6.98,77.32
12,2413,0.000935,6.90,84.31
13,2614,0.000607,6.95,91.35
14,2815,0.000631,6.98,98.42
15,3016,0.000533,6.97,105.39
16,3217,0.000444,6.93,112.41
17,3418,0.000365,7.10,119.59
18,3619,0.000413,6.99,126.67
19,3820,0.000422,7.06,133.73
20,4021,0.000447,6.96,140.69
21,4222,0.000449,6.99,147.69
22,4423,0.000468,6.99,154.68
23,4624,0.000446,6.98,161.66
24,4825,0.000472,6.94,168.60
25,5026,0.000403,6.99,175.59
26,5227,0.000446,6.94,182.54
27,5428,0.000387,6.94,189.48
28,5629,0.000347,7.02,196.51
29,5830,0.000354,6.96,203.56
30,6031,0.000331,6.99,210.55
31,6232,0.000346,6.97,217.61
32,6433,0.000147,6.93,224.54
33,6634,0.000145,7.00,231.63
34,6835,0.000147,6.99,238.71
35,7036,0.000142,6.96,245.67
36,7237,0.000132,6.97,252.74
37,7438,0.000142,6.96,259.79
38,7639,0.000133,6.95,266.74
39,7840,0.000132,6.99,273.73
40,8041,0.000130,6.98,280.79
41,8242,0.000138,6.99,287.87
42,8443,0.000132,7.01,294.88
43,8644,0.000129,6.96,301.84
44,8845,0.000141,6.97,308.90
45,9046,0.000134,6.99,315.90
46,9247,0.000116,6.98,322.88
47,9448,0.000106,6.98,329.95
48,9649,0.000102,6.97,337.01
49,9850,0.000096,6.99,344.09
50,10051,0.000101,6.95,351.13
51,10252,0.000088,6.95,358.08
