iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.001360,7.03,7.50
2,403,0.001520,6.98,14.57
3,604,0.001511,6.97,21.55
4,805,0.001315,7.05,28.59
5,1006,0.000978,7.01,35.70
6,1207,0.000542,7.05,42.84
7,1408,0.000504,7.01,49.94
8,1609,0.000825,7.04,57.07
9,1810,0.000742,6.98,64.06
10,2011,0.000513,7.00,71.06
11,2212,0.000180,7.02,78.09
12,2413,0.000168,7.00,85.18
13,2614,0.000161,7.02,92.29
14,2815,0.000164,7.03,99.42
15,3016,0.000136,7.02,106.44
16,3217,0.000127,7.02,113.55
17,3418,0.000123,7.02,120.66
18,3619,0.000129,7.05,127.80
19,3820,0.000132,7.03,134.83
20,4021,0.000136,7.02,141.86
21,4222,0.000108,7.02,148.88
22,4423,0.000099,7.03,156.00
23,4624,0.000103,7.02,163.11
24,4825,0.000089,6.98,170.09
