iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.013503,6.88,7.35
2,403,0.002636,6.91,14.35
3,604,0.007511,6.89,21.33
4,805,0.003615,6.87,28.20
5,1006,0.002073,6.90,35.10
6,1207,0.009266,6.91,42.10
7,1408,0.002453,6.86,48.97
8,1609,0.002042,6.88,55.85
9,1810,0.001667,6.89,62.84
10,2011,0.001484,6.91,69.84
11,2212,0.001209,6.95,76.87
12,2413,0.001157,6.90,83.86
13,2614,0.001047,6.86,90.81
14,2815,0.001068,6.90,97.80
15,3016,0.000804,6.91,104.71
16,3217,0.000777,6.86,111.66
17,3418,0.003602,6.90,118.65
18,3619,0.000700,6.94,125.59
19,3820,0.000654,6.91,132.59
20,4021,0.000728,6.93,139.61
21,4222,0.002969,6.88,146.48
22,4423,0.002635,6.91,153.39
23,4624,0.000823,6.90,160.30
24,4825,0.000773,6.90,167.20
25,5026,0.000828,6.91,174.11
26,5227,0.000862,6.88,181.00
27,5428,0.000944,6.90,187.90
28,5629,0.000949,6.88,194.79
29,5830,0.001054,6.93,201.72
30,6031,0.001022,6.93,208.66
31,6232,0.000921,6.93,215.59
32,6433,0.001083,6.93,222.52
33,6634,0.001031,6.93,229.45
34,6835,0.000695,6.91,236.36
35,7036,0.000575,6.86,243.23
36,7237,0.000563,6.91,250.23
37,7438,0.000567,6.91,257.22
38,7639,0.000435,6.91,264.13
39,7840,0.000435,6.89,271.11
40,8041,0.000356,6.91,278.12
41,8242,0.000371,6.86,285.06
42,8443,0.000361,6.90,291.97
43,8644,0.000338,6.90,298.87
44,8845,0.000323,6.92,305.87
45,9046,0.000266,6.92,312.88
46,9247,0.000269,6.88,319.84
47,9448,0.000274,6.90,326.75
48,9649,0.000224,6.86,333.61
49,9850,0.000207,6.90,340.60
50,10051,0.000204,6.90,347.58
51,10252,0.000185,6.89,354.56
52,10453,0.000163,6.89,361.53
53,10654,0.000154,6.94,368.56
54,10855,0.000148,6.93,375.58
55,11056,0.000141,6.90,382.57
56,11257,0.000137,6.89,389.55
57,11458,0.000120,6.91,396.55
58,11659,0.000110,6.91,403.55
59,11860,0.000107,6.91,410.55
60,12061,0.000105,6.87,417.51
61,12262,0.000096,6.89,424.49
62,12463,0.000088,6.90,431.48
63,12664,0.000083,6.91,438.48
64,12865,0.000074,6.92,445.48
65,13066,0.000069,6.88,452.46
66,13267,0.000070,6.85,459.39
67,13468,0.000067,6.87,466.27
68,13669,0.000071,6.87,473.23
69,13870,0.000069,6.91,480.14
70,14071,0.000063,6.86,487.01
71,14272,0.000058,6.89,493.99
72,14473,0.000060,6.90,500.98
73,14674,0.000057,6.98,507.96
74,14875,0.000054,6.93,514.98
75,15076,0.000053,6.91,521.98
76,15277,0.000049,6.91,528.98
77,15478,0.000047,6.89,535.96
78,15679,0.000044,6.91,542.96
79,15880,0.000042,6.85,549.90
80,16081,0.000038,6.90,556.88
81,16282,0.000049,6.87,563.84
82,16483,0.000046,6.92,570.76
83,16684,0.000040,6.88,577.64
84,16885,0.000042,6.90,584.54
85,17086,0.000038,6.92,591.47
86,17287,0.000040,6.88,598.44
87,17488,0.000042,6.88,605.32
88,17689,0.000042,6.87,612.19
89,17890,0.000042,6.87,619.07
90,18091,0.000042,6.92,625.99
91,18292,0.000044,6.87,632.86
