iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.003612,6.97,7.46
2,403,0.003056,7.00,14.55
3,604,0.003099,7.00,21.64
4,805,0.001563,6.98,28.62
5,1006,0.000743,6.95,35.66
6,1207,0.002529,6.99,42.74
7,1408,0.002160,7.01,49.76
8,1609,0.001548,7.03,56.79
9,1810,0.001808,6.95,63.75
10,2011,0.001685,7.01,70.76
11,2212,0.001963,7.02,77.79
12,2413,0.001950,6.98,84.77
13,2614,0.001925,7.02,91.80
14,2815,0.001691,6.98,98.78
15,3016,0.003290,7.00,105.78
16,3217,0.001539,6.96,112.74
17,3418,0.001675,7.01,119.75
18,3619,0.001599,6.95,126.69
19,3820,0.000950,6.94,133.64
20,4021,0.003083,7.00,140.64
21,4222,0.001298,7.02,147.66
22,4423,0.000785,6.98,154.64
23,4624,0.000724,7.02,161.66
24,4825,0.004976,7.00,168.75
25,5026,0.001506,6.98,175.73
26,5227,0.001775,7.01,182.75
27,5428,0.001537,7.01,189.76
28,5629,0.000599,6.99,196.76
29,5830,0.000597,6.98,203.83
30,6031,0.000594,7.01,210.93
31,6232,0.002025,6.96,217.99
32,6433,0.000834,6.97,224.96
33,6634,0.000810,6.96,231.92
34,6835,0.000737,7.00,238.92
35,7036,0.000859,7.01,245.94
36,7237,0.001101,6.99,252.93
37,7438,0.000951,7.02,259.96
38,7639,0.000887,7.02,266.98
39,7840,0.000277,6.97,273.95
40,8041,0.001119,7.04,281.08
41,8242,0.000245,6.95,288.03
42,8443,0.000237,7.00,295.12
43,8644,0.000204,7.00,302.21
44,8845,0.000186,6.98,309.28
45,9046,0.000170,6.98,316.35
46,9247,0.000156,7.00,323.44
47,9448,0.000146,6.99,330.53
48,9649,0.000125,6.99,337.61
49,9850,0.000106,6.99,344.69
50,10051,0.000099,6.94,351.73
51,10252,0.000099,6.95,358.77
52,10453,0.000090,6.99,365.75
