iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.001796,6.91,7.38
2,403,0.010627,6.89,14.37
3,604,0.017888,6.88,21.25
4,805,0.012372,6.93,28.18
5,1006,0.017222,6.88,35.06
6,1207,0.016699,6.92,41.98
7,1408,0.015857,6.88,48.86
8,1609,0.016410,6.89,55.75
9,1810,0.015581,6.97,62.72
10,2011,0.016033,6.88,69.60
11,2212,0.012694,6.94,76.54
12,2413,0.011018,6.87,83.41
13,2614,0.009233,6.90,90.31
14,2815,0.007950,6.92,97.23
15,3016,0.006448,6.89,104.13
16,3217,0.005437,6.93,111.05
17,3418,0.005042,6.89,117.95
18,3619,0.004063,6.92,124.87
19,3820,0.003540,6.89,131.76
20,4021,0.003159,6.95,138.72
21,4222,0.002390,6.91,145.63
22,4423,0.002149,6.90,152.54
23,4624,0.002078,6.90,159.43
24,4825,0.002105,6.91,166.35
25,5026,0.002327,6.90,173.25
26,5227,0.009058,6.91,180.16
27,5428,0.002692,6.91,187.08
28,5629,0.006805,6.93,194.01
29,5830,0.004866,6.85,200.87
30,6031,0.007323,6.89,207.76
31,6232,0.008912,6.92,214.68
32,6433,0.009558,6.91,221.59
33,6634,0.010963,6.93,228.52
34,6835,0.011445,6.87,235.40
35,7036,0.012300,6.84,242.24
36,7237,0.012137,6.90,249.14
37,7438,0.010816,6.90,256.04
38,7639,0.010308,6.88,262.92
39,7840,0.009093,6.94,269.87
40,8041,0.009195,6.91,276.78
41,8242,0.010305,6.90,283.68
42,8443,0.011406,6.88,290.56
43,8644,0.011324,6.91,297.47
44,8845,0.012262,6.92,304.40
45,9046,0.011326,6.88,311.28
46,9247,0.011199,6.92,318.20
47,9448,0.010108,6.89,325.09
48,9649,0.009862,6.89,331.99
49,9850,0.008463,6.83,338.82
50,10051,0.008792,6.87,345.69
51,10252,0.008655,6.92,352.61
52,10453,0.008954,6.92,359.54
53,10654,0.009673,6.91,366.45
54,10855,0.009807,6.94,373.39
55,11056,0.009782,6.87,380.26
56,11257,0.009304,6.92,387.19
57,11458,0.007821,6.88,394.08
58,11659,0.008009,6.92,401.00
59,11860,0.007320,6.88,407.88
60,12061,0.006732,6.92,414.80
61,12262,0.006372,6.92,421.72
62,12463,0.005779,6.92,428.64
63,12664,0.006251,6.89,435.54
64,12865,0.025063,6.88,442.42
65,13066,0.024951,6.90,449.32
66,13267,0.024512,6.92,456.24
67,13468,0.025003,6.89,463.13
68,13669,0.023917,6.90,470.03
69,13870,0.024119,6.93,476.97
70,14071,0.023904,6.91,483.88
71,14272,0.024131,6.91,490.79
72,14473,0.024000,6.93,497.72
73,14674,0.023930,6.91,504.63
74,14875,0.023752,6.91,511.54
75,15076,0.023013,6.89,518.43
76,15277,0.022787,6.89,525.32
77,15478,0.021958,6.89,532.22
78,15679,0.022221,6.92,539.15
79,15880,0.020438,6.92,546.07
80,16081,0.019824,6.92,552.99
81,16282,0.019235,6.89,559.89
82,16483,0.018258,6.87,566.76
83,16684,0.017242,6.89,573.65
84,16885,0.016125,6.88,580.53
85,17086,0.015003,6.91,587.43
86,17287,0.014119,6.86,594.29
87,17488,0.013002,6.86,601.16
88,17689,0.011602,6.91,608.07
89,17890,0.010801,6.96,615.04
90,18091,0.010013,6.92,621.96
91,18292,0.008640,6.91,628.87
92,18493,0.007032,6.90,635.77
93,18694,0.006251,6.88,642.65
94,18895,0.005877,6.90,649.55
95,19096,0.004963,6.93,656.48
96,19297,0.004464,6.93,663.41
97,19498,0.003926,6.89,670.30
98,19699,0.003493,6.93,677.23
99,19900,0.003012,6.87,684.10
100,20101,0.002508,6.93,691.04
101,20302,0.002170,6.88,697.92
102,20503,0.001760,6.89,704.82
103,20704,0.001575,6.88,711.79
104,20905,0.001329,6.94,718.82
105,21106,0.001217,6.91,725.82
106,21307,0.001004,6.88,732.79
107,21508,0.000888,6.91,739.79
108,21709,0.000811,6.89,746.76
109,21910,0.000731,6.91,753.76
110,22111,0.000684,6.91,760.75
111,22312,0.000608,6.87,767.71
112,22513,0.000562,6.88,774.68
113,22714,0.000495,6.92,781.69
114,22915,0.000418,6.91,788.68
115,23116,0.000365,6.87,795.64
116,23317,0.000325,6.88,802.61
117,23518,0.000316,6.87,809.56
118,23719,0.000305,6.93,816.58
119,23920,0.000287,6.91,823.58
120,24121,0.000275,6.88,830.55
121,24322,0.000269,6.91,837.55
122,24523,0.000246,6.90,844.54
123,24724,0.000222,6.93,851.55
124,24925,0.000208,6.91,858.56
125,25126,0.000189,6.89,865.54
126,25327,0.000175,6.94,872.56
127,25528,0.000173,6.91,879.56
128,25729,0.000155,6.90,886.55
129,25930,0.000145,6.94,893.57
130,26131,0.000136,6.96,900.62
131,26332,0.000188,6.92,907.64
132,26533,0.000200,6.89,914.53
133,26734,0.000203,6.94,921.47
134,26935,0.000223,6.90,928.38
135,27136,0.000213,6.92,935.30
136,27337,0.000210,6.92,942.22
137,27538,0.000216,6.89,949.12
138,27739,0.000222,6.88,956.00
139,27940,0.000224,6.89,962.90
140,28141,0.000216,6.87,969.77
141,28342,0.000215,6.94,976.71
142,28543,0.000215,6.93,983.65
143,28744,0.000212,6.92,990.57
144,28945,0.000212,6.91,997.48
145,29146,0.000201,6.89,1004.38
146,29347,0.000197,6.86,1011.24
147,29548,0.000194,6.86,1018.10
148,29749,0.000192,6.89,1025.00
149,29950,0.000193,6.89,1031.89
150,30151,0.000186,6.88,1038.77
