iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.026869,7.07,7.55
2,403,0.021323,7.04,14.69
3,604,0.021645,7.03,21.81
4,805,0.016978,7.07,28.88
5,1006,0.018975,7.07,36.03
6,1207,0.014149,7.01,43.05
7,1408,0.009124,7.05,50.19
8,1609,0.011411,7.05,57.33
9,1810,0.012941,7.00,64.33
10,2011,0.011449,7.04,71.38
11,2212,0.011731,7.02,78.41
12,2413,0.008854,6.99,85.40
13,2614,0.013892,7.02,92.51
14,2815,0.005866,7.07,99.58
15,3016,0.012312,7.07,106.74
16,3217,0.008571,7.03,113.77
17,3418,0.020579,7.02,120.79
18,3619,0.002544,7.05,127.85
19,3820,0.004432,7.01,134.95
20,4021,0.006258,7.05,142.01
21,4222,0.005281,7.06,149.07
22,4423,0.013015,7.05,156.12
23,4624,0.013810,7.04,163.16
24,4825,0.005132,7.03,170.19
25,5026,0.007565,7.05,177.24
26,5227,0.004261,7.07,184.31
27,5428,0.004073,7.03,191.34
28,5629,0.013524,7.05,198.40
29,5830,0.002367,7.05,205.45
30,6031,0.001925,7.05,212.59
31,6232,0.004929,7.04,219.72
32,6433,0.006198,7.04,226.76
33,6634,0.013573,7.08,233.85
34,6835,0.023721,7.08,240.93
35,7036,0.006272,7.08,248.01
36,7237,0.006740,7.03,255.04
37,7438,0.007057,7.06,262.10
38,7639,0.006485,7.04,269.14
39,7840,0.012228,7.10,276.24
40,8041,0.006531,7.08,283.32
41,8242,0.007170,6.99,290.31
42,8443,0.007730,7.08,297.40
43,8644,0.011029,7.05,304.45
44,8845,0.008663,7.04,311.49
45,9046,0.031124,7.03,318.52
46,9247,0.011667,7.04,325.56
47,9448,0.009138,7.09,332.66
48,9649,0.008656,7.07,339.73
49,9850,0.009038,7.08,346.81
50,10051,0.009274,7.03,353.84
51,10252,0.010703,7.07,360.92
52,10453,0.008687,7.02,367.94
53,10654,0.009715,7.05,375.00
54,10855,0.009058,7.01,382.01
55,11056,0.007940,7.06,389.06
56,11257,0.006415,7.02,396.08
57,11458,0.006028,7.07,403.16
58,11659,0.005782,7.00,410.16
59,11860,0.005728,7.02,417.18
60,12061,0.007506,7.01,424.19
61,12262,0.005556,7.01,431.20
62,12463,0.006102,7.04,438.24
63,12664,0.006208,7.04,445.28
64,12865,0.005849,6.98,452.27
65,13066,0.006825,7.06,459.33
66,13267,0.013658,7.02,466.35
67,13468,0.011331,7.05,473.40
68,13669,0.009917,7.05,480.46
69,13870,0.011165,7.02,487.48
70,14071,0.012021,7.09,494.57
71,14272,0.012595,7.04,501.61
72,14473,0.008322,7.07,508.69
73,14674,0.008133,7.02,515.70
74,14875,0.009493,7.06,522.76
75,15076,0.008575,7.06,529.82
76,15277,0.008589,7.02,536.84
77,15478,0.008883,7.04,543.88
78,15679,0.013946,7.06,550.95
79,15880,0.013237,7.06,558.01
80,16081,0.008440,7.07,565.08
81,16282,0.006849,7.02,572.10
82,16483,0.019135,7.06,579.17
83,16684,0.006007,7.01,586.18
84,16885,0.008338,7.10,593.28
85,17086,0.006023,7.07,600.35
86,17287,0.007090,7.00,607.35
87,17488,0.007803,7.08,614.44
88,17689,0.007418,7.01,621.45
89,17890,0.003937,7.03,628.48
90,18091,0.004566,6.99,635.47
91,18292,0.004318,7.04,642.52
92,18493,0.005002,7.04,649.56
93,18694,0.003607,7.08,656.64
94,18895,0.003213,7.03,663.67
95,19096,0.002999,7.02,670.69
96,19297,0.001987,7.01,677.71
97,19498,0.002405,7.05,684.76
98,19699,0.001860,7.05,691.81
99,19900,0.002240,7.03,698.93
100,20101,0.002357,7.01,705.95
101,20302,0.002205,7.04,712.99
102,20503,0.010564,7.06,720.05
103,20704,0.000992,7.02,727.08
104,20905,0.010593,7.06,734.23
105,21106,0.026193,7.01,741.24
106,21307,0.000645,7.02,748.26
107,21508,0.000614,7.01,755.36
108,21709,0.000630,7.04,762.49
109,21910,0.004960,7.10,769.60
110,22111,0.002483,7.09,776.69
111,22312,0.003709,7.05,783.74
112,22513,0.001336,7.01,790.75
113,22714,0.008749,7.07,797.82
114,22915,0.008274,7.02,804.84
115,23116,0.003952,7.05,811.89
116,23317,0.001337,7.11,819.00
117,23518,0.000817,7.05,826.06
118,23719,0.000744,6.99,833.05
119,23920,0.001692,7.02,840.08
120,24121,0.000568,7.09,847.17
121,24322,0.002490,7.02,854.28
122,24523,0.002107,7.04,861.33
123,24724,0.002573,7.05,868.38
124,24925,0.002300,7.02,875.40
125,25126,0.000575,7.06,882.47
126,25327,0.000560,7.02,889.49
127,25528,0.000509,7.04,896.62
128,25729,0.003138,7.01,903.73
129,25930,0.002546,6.99,910.72
130,26131,0.000480,7.05,917.78
131,26332,0.000403,7.03,924.89
132,26533,0.000377,7.01,931.99
133,26734,0.000422,7.04,939.12
134,26935,0.000484,6.99,946.11
135,27136,0.000323,7.01,953.12
136,27337,0.000344,7.01,960.22
137,27538,0.000426,6.99,967.22
138,27739,0.000397,7.05,974.28
139,27940,0.000343,7.04,981.32
140,28141,0.000364,7.04,988.36
141,28342,0.000373,7.05,995.41
142,28543,0.000409,7.04,1002.45
143,28744,0.000406,7.04,1009.49
144,28945,0.000434,7.05,1016.54
145,29146,0.000385,7.02,1023.57
146,29347,0.000415,7.05,1030.62
147,29548,0.000399,7.05,1037.68
148,29749,0.000374,7.03,1044.71
149,29950,0.000231,7.07,1051.79
150,30151,0.000239,7.02,1058.89
