iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.006772,6.86,7.33
2,403,0.004975,6.85,14.27
3,604,0.011683,6.85,21.21
4,805,0.020100,6.91,28.12
5,1006,0.021439,6.83,34.95
6,1207,0.022656,6.84,41.80
7,1408,0.025603,6.92,48.71
8,1609,0.027007,6.89,55.61
9,1810,0.028791,6.87,62.48
10,2011,0.035515,6.84,69.32
11,2212,0.034419,6.83,76.15
12,2413,0.030003,6.91,83.06
13,2614,0.030292,6.91,89.97
14,2815,0.031119,6.87,96.84
15,3016,0.031587,6.86,103.70
16,3217,0.031310,6.89,110.60
17,3418,0.030599,6.86,117.46
18,3619,0.030445,6.86,124.32
19,3820,0.030971,6.90,131.23
20,4021,0.030829,6.85,138.08
21,4222,0.030452,6.95,145.03
22,4423,0.033880,6.89,151.93
23,4624,0.029305,6.91,158.84
24,4825,0.029503,6.85,165.69
25,5026,0.029421,6.91,172.61
26,5227,0.029152,6.88,179.49
27,5428,0.028751,6.87,186.36
28,5629,0.027928,6.91,193.28
29,5830,0.027531,6.88,200.16
30,6031,0.026541,6.88,207.05
31,6232,0.025351,6.88,213.93
32,6433,0.023741,6.88,220.82
33,6634,0.021806,6.88,227.69
34,6835,0.019721,6.90,234.59
35,7036,0.017836,6.89,241.48
36,7237,0.016931,6.90,248.39
37,7438,0.013905,6.86,255.25
38,7639,0.011139,6.84,262.09
39,7840,0.009607,6.87,268.96
40,8041,0.008521,6.87,275.84
41,8242,0.033606,6.85,282.69
42,8443,0.033768,6.89,289.58
43,8644,0.034097,6.92,296.49
44,8845,0.034275,6.85,303.34
45,9046,0.034425,6.89,310.24
46,9247,0.034724,6.88,317.11
47,9448,0.031718,6.86,323.98
48,9649,0.027082,6.87,330.85
49,9850,0.028716,6.88,337.73
50,10051,0.030397,6.87,344.61
51,10252,0.031766,6.84,351.45
52,10453,0.031510,6.88,358.33
53,10654,0.031382,6.87,365.20
54,10855,0.030942,6.85,372.06
55,11056,0.030553,6.88,378.94
56,11257,0.030310,6.89,385.83
57,11458,0.030162,6.86,392.70
58,11659,0.029551,6.84,399.54
59,11860,0.029184,6.86,406.40
60,12061,0.028403,6.89,413.30
61,12262,0.028639,6.87,420.17
62,12463,0.027976,6.87,427.04
63,12664,0.027024,6.93,433.97
64,12865,0.026820,6.88,440.85
65,13066,0.026109,6.89,447.74
66,13267,0.025375,6.89,454.63
67,13468,0.024526,6.88,461.51
68,13669,0.022640,6.88,468.40
69,13870,0.021178,6.89,475.29
70,14071,0.019940,6.87,482.16
71,14272,0.017853,6.85,489.01
72,14473,0.015955,6.85,495.87
73,14674,0.014762,6.90,502.77
74,14875,0.013207,6.88,509.66
75,15076,0.011805,6.88,516.54
76,15277,0.011586,6.89,523.43
77,15478,0.011128,6.89,530.33
78,15679,0.010676,6.89,537.23
79,15880,0.010693,6.84,544.07
80,16081,0.010723,6.85,550.92
81,16282,0.010922,6.85,557.76
82,16483,0.010519,6.89,564.65
83,16684,0.010454,6.87,571.53
84,16885,0.010863,6.88,578.41
85,17086,0.011124,6.87,585.28
86,17287,0.011301,6.88,592.16
87,17488,0.011152,6.87,599.04
88,17689,0.012201,6.84,605.88
89,17890,0.012487,6.87,612.75
90,18091,0.013197,6.89,619.64
91,18292,0.013006,6.85,626.50
92,18493,0.012618,6.90,633.40
93,18694,0.012926,6.86,640.26
94,18895,0.011125,6.91,647.18
95,19096,0.010160,6.84,654.02
96,19297,0.009346,6.85,660.87
97,19498,0.008791,6.86,667.73
98,19699,0.007917,6.92,674.65
99,19900,0.007136,6.86,681.51
100,20101,0.006712,6.86,688.37
101,20302,0.005462,6.86,695.23
102,20503,0.005531,6.85,702.09
103,20704,0.005279,6.86,708.94
104,20905,0.005537,6.84,715.79
105,21106,0.005576,6.85,722.64
106,21307,0.005075,6.92,729.56
107,21508,0.004922,6.87,736.44
108,21709,0.004605,6.88,743.40
109,21910,0.004062,6.90,750.38
110,22111,0.003897,6.88,757.35
111,22312,0.003835,6.86,764.30
112,22513,0.003985,6.87,771.25
113,22714,0.003625,6.88,778.14
114,22915,0.003391,6.88,785.10
115,23116,0.003299,6.87,792.06
116,23317,0.003075,6.82,798.98
117,23518,0.002996,6.87,805.93
118,23719,0.032540,6.85,812.87
119,23920,0.027910,6.85,819.72
120,24121,0.019396,6.82,826.54
121,24322,0.019608,6.88,833.42
122,24523,0.019632,6.92,840.35
123,24724,0.019651,6.88,847.23
124,24925,0.020116,6.86,854.09
125,25126,0.020793,6.88,860.97
126,25327,0.021076,6.89,867.86
127,25528,0.021711,6.88,874.75
128,25729,0.021561,6.87,881.62
129,25930,0.021589,6.86,888.48
130,26131,0.020666,6.86,895.34
131,26332,0.021401,6.90,902.24
132,26533,0.023276,6.91,909.16
133,26734,0.022460,6.86,916.02
134,26935,0.020495,6.90,922.92
135,27136,0.020802,6.89,929.82
136,27337,0.020257,6.88,936.70
137,27538,0.019052,6.88,943.58
138,27739,0.018379,6.86,950.45
139,27940,0.018277,6.81,957.26
140,28141,0.017054,6.89,964.15
141,28342,0.016017,6.89,971.05
142,28543,0.014438,6.92,977.97
143,28744,0.013401,6.94,984.91
144,28945,0.012458,6.89,991.80
145,29146,0.011540,6.92,998.71
146,29347,0.009369,6.87,1005.59
147,29548,0.008287,6.91,1012.50
148,29749,0.007270,6.90,1019.40
149,29950,0.006123,6.86,1026.26
150,30151,0.005396,6.88,1033.15
