iteration,total_queries,loss,iter_time_s,total_time_s
1,202,0.005859,7.08,7.56
2,403,0.008096,7.00,14.66
3,604,0.006927,7.05,21.71
4,805,0.008043,7.03,28.74
5,1006,0.005193,7.05,35.79
6,1207,0.003525,7.07,42.95
7,1408,0.002877,7.02,50.07
8,1609,0.000789,7.00,57.16
9,1810,0.000539,7.09,64.34
10,2011,0.000507,7.01,71.44
11,2212,0.000569,7.06,78.59
12,2413,0.000632,7.07,85.66
13,2614,0.000600,7.08,92.74
14,2815,0.000580,7.11,99.85
15,3016,0.000504,7.07,106.92
16,3217,0.000582,7.06,114.07
17,3418,0.000592,7.04,121.11
18,3619,0.000067,7.05,128.15
